dep_id,key,value,date
6,Collect/Update Confidential Information,2,06/19/12
6,Collect/Update Confidential Information,1,06/20/12
6,Collect/Update Confidential Information,0,06/21/12
6,Collect/Update Confidential Information,0,06/22/12
6,Collect/Update Confidential Information,0,06/23/12
6,Collect/Update Confidential Information,0,06/24/12
6,Collect/Update Confidential Information,1,06/25/12
6,Collect/Update Confidential Information,1,06/26/12
6,Collect/Update Confidential Information,3,06/27/12
6,Collect/Update Confidential Information,0,06/28/12
6,Collect/Update Confidential Information,1,06/29/12
6,Collect/Update Confidential Information,0,06/30/12
6,Collect/Update Social History,106,06/01/12
6,Collect/Update Social History,0,06/02/12
6,Collect/Update Social History,0,06/03/12
6,Collect/Update Social History,129,06/04/12
6,Collect/Update Social History,160,06/05/12
6,Collect/Update Social History,116,06/06/12
6,Collect/Update Social History,96,06/07/12
6,Collect/Update Social History,137,06/08/12
6,Collect/Update Social History,0,06/09/12
6,Collect/Update Social History,0,06/10/12
6,Collect/Update Social History,116,06/11/12
6,Collect/Update Social History,152,06/12/12
6,Collect/Update Social History,110,06/13/12
6,Collect/Update Social History,90,06/14/12
6,Collect/Update Social History,154,06/15/12
6,Collect/Update Social History,0,06/16/12
6,Collect/Update Social History,0,06/17/12
6,Collect/Update Social History,106,06/18/12
6,Collect/Update Social History,178,06/19/12
6,Collect/Update Social History,110,06/20/12
6,Collect/Update Social History,124,06/21/12
6,Collect/Update Social History,160,06/22/12
6,Collect/Update Social History,0,06/23/12
6,Collect/Update Social History,0,06/24/12
6,Collect/Update Social History,148,06/25/12
6,Collect/Update Social History,180,06/26/12
6,Collect/Update Social History,116,06/27/12
6,Collect/Update Social History,112,06/28/12
6,Collect/Update Social History,176,06/29/12
6,Collect/Update Social History,0,06/30/12
6,Collect/Update Special History,60,06/01/12
6,Collect/Update Special History,0,06/02/12
6,Collect/Update Special History,0,06/03/12
6,Collect/Update Special History,28,06/04/12
6,Collect/Update Special History,60,06/05/12
6,Collect/Update Special History,49,06/06/12
6,Collect/Update Special History,36,06/07/12
6,Collect/Update Special History,77,06/08/12
6,Collect/Update Special History,0,06/09/12
6,Collect/Update Special History,0,06/10/12
6,Collect/Update Special History,20,06/11/12
6,Collect/Update Special History,68,06/12/12
6,Collect/Update Special History,48,06/13/12
6,Collect/Update Special History,35,06/14/12
6,Collect/Update Special History,57,06/15/12
6,Collect/Update Special History,0,06/16/12
6,Collect/Update Special History,0,06/17/12
6,Collect/Update Special History,14,06/18/12
6,Collect/Update Special History,74,06/19/12
6,Collect/Update Special History,43,06/20/12
6,Collect/Update Special History,50,06/21/12
6,Collect/Update Special History,53,06/22/12
6,Collect/Update Special History,0,06/23/12
6,Collect/Update Special History,0,06/24/12
6,Collect/Update Special History,64,06/25/12
6,Collect/Update Special History,55,06/26/12
6,Collect/Update Special History,48,06/27/12
6,Collect/Update Special History,37,06/28/12
6,Collect/Update Special History,66,06/29/12
6,Collect/Update Special History,0,06/30/12
6,Collect/Update/Review Patient Provider List Information,2,06/01/12
6,Collect/Update/Review Patient Provider List Information,0,06/02/12
6,Collect/Update/Review Patient Provider List Information,0,06/03/12
6,Collect/Update/Review Patient Provider List Information,1,06/04/12
6,Collect/Update/Review Patient Provider List Information,0,06/05/12
6,Collect/Update/Review Patient Provider List Information,2,06/06/12
6,Collect/Update/Review Patient Provider List Information,0,06/07/12
6,Collect/Update/Review Patient Provider List Information,0,06/08/12
6,Collect/Update/Review Patient Provider List Information,0,06/09/12
6,Collect/Update/Review Patient Provider List Information,0,06/10/12
6,Collect/Update/Review Patient Provider List Information,1,06/11/12
6,Collect/Update/Review Patient Provider List Information,0,06/12/12
6,Collect/Update/Review Patient Provider List Information,2,06/13/12
6,Collect/Update/Review Patient Provider List Information,0,06/14/12
6,Collect/Update/Review Patient Provider List Information,1,06/15/12
6,Collect/Update/Review Patient Provider List Information,0,06/16/12
6,Collect/Update/Review Patient Provider List Information,0,06/17/12
6,Collect/Update/Review Patient Provider List Information,1,06/18/12
6,Collect/Update/Review Patient Provider List Information,0,06/19/12
6,Collect/Update/Review Patient Provider List Information,1,06/20/12
6,Collect/Update/Review Patient Provider List Information,1,06/21/12
6,Collect/Update/Review Patient Provider List Information,2,06/22/12
6,Collect/Update/Review Patient Provider List Information,0,06/23/12
6,Collect/Update/Review Patient Provider List Information,0,06/24/12
6,Collect/Update/Review Patient Provider List Information,0,06/25/12
6,Collect/Update/Review Patient Provider List Information,2,06/26/12
6,Collect/Update/Review Patient Provider List Information,0,06/27/12
6,Collect/Update/Review Patient Provider List Information,1,06/28/12
6,Collect/Update/Review Patient Provider List Information,3,06/29/12
6,Collect/Update/Review Patient Provider List Information,0,06/30/12
6,Conduct & Document Evaluation & Management,0,06/01/12
6,Conduct & Document Evaluation & Management,0,06/02/12
6,Conduct & Document Evaluation & Management,0,06/03/12
6,Conduct & Document Evaluation & Management,0,06/04/12
6,Conduct & Document Evaluation & Management,0,06/05/12
6,Conduct & Document Evaluation & Management,0,06/06/12
6,Conduct & Document Evaluation & Management,0,06/07/12
6,Conduct & Document Evaluation & Management,0,06/08/12
6,Conduct & Document Evaluation & Management,0,06/09/12
6,Conduct & Document Evaluation & Management,0,06/10/12
6,Conduct & Document Evaluation & Management,0,06/11/12
6,Conduct & Document Evaluation & Management,0,06/12/12
6,Conduct & Document Evaluation & Management,0,06/13/12
6,Conduct & Document Evaluation & Management,0,06/14/12
6,Conduct & Document Evaluation & Management,0,06/15/12
6,Conduct & Document Evaluation & Management,0,06/16/12
6,Conduct & Document Evaluation & Management,0,06/17/12
6,Conduct & Document Evaluation & Management,0,06/18/12
6,Conduct & Document Evaluation & Management,0,06/19/12
6,Conduct & Document Evaluation & Management,0,06/20/12
6,Conduct & Document Evaluation & Management,0,06/21/12
6,Conduct & Document Evaluation & Management,0,06/22/12
6,Conduct & Document Evaluation & Management,0,06/23/12
6,Conduct & Document Evaluation & Management,0,06/24/12
6,Conduct & Document Evaluation & Management,0,06/25/12
6,Conduct & Document Evaluation & Management,0,06/26/12
6,Conduct & Document Evaluation & Management,0,06/27/12
6,Conduct & Document Evaluation & Management,0,06/28/12
6,Conduct & Document Evaluation & Management,0,06/29/12
6,Conduct & Document Evaluation & Management,0,06/30/12
6,Conduct Physical Exam,387,06/01/12
6,Conduct Physical Exam,0,06/02/12
6,Conduct Physical Exam,0,06/03/12
6,Conduct Physical Exam,363,06/04/12
6,Conduct Physical Exam,515,06/05/12
6,Conduct Physical Exam,369,06/06/12
6,Conduct Physical Exam,358,06/07/12
6,Conduct Physical Exam,375,06/08/12
6,Conduct Physical Exam,0,06/09/12
6,Conduct Physical Exam,0,06/10/12
6,Conduct Physical Exam,378,06/11/12
6,Conduct Physical Exam,459,06/12/12
6,Conduct Physical Exam,349,06/13/12
6,Conduct Physical Exam,259,06/14/12
6,Conduct Physical Exam,410,06/15/12
6,Conduct Physical Exam,0,06/16/12
6,Conduct Physical Exam,0,06/17/12
6,Conduct Physical Exam,296,06/18/12
6,Conduct Physical Exam,502,06/19/12
6,Conduct Physical Exam,344,06/20/12
6,Conduct Physical Exam,376,06/21/12
6,Conduct Physical Exam,341,06/22/12
6,Conduct Physical Exam,0,06/23/12
6,Conduct Physical Exam,0,06/24/12
6,Conduct Physical Exam,385,06/25/12
6,Conduct Physical Exam,419,06/26/12
6,Conduct Physical Exam,304,06/27/12
6,Conduct Physical Exam,436,06/28/12
6,Conduct Physical Exam,503,06/29/12
6,Conduct Physical Exam,0,06/30/12
6,Conduct Procedure,11,06/01/12
6,Conduct Procedure,0,06/02/12
6,Conduct Procedure,0,06/03/12
6,Conduct Procedure,6,06/04/12
6,Conduct Procedure,8,06/05/12
6,Conduct Procedure,15,06/06/12
6,Conduct Procedure,16,06/07/12
6,Conduct Procedure,4,06/08/12
6,Conduct Procedure,0,06/09/12
6,Conduct Procedure,0,06/10/12
6,Conduct Procedure,8,06/11/12
6,Conduct Procedure,16,06/12/12
6,Conduct Procedure,8,06/13/12
6,Conduct Procedure,2,06/14/12
6,Conduct Procedure,13,06/15/12
6,Conduct Procedure,0,06/16/12
6,Conduct Procedure,0,06/17/12
6,Conduct Procedure,12,06/18/12
6,Conduct Procedure,12,06/19/12
6,Conduct Procedure,18,06/20/12
6,Conduct Procedure,15,06/21/12
6,Conduct Procedure,12,06/22/12
6,Conduct Procedure,0,06/23/12
6,Conduct Procedure,0,06/24/12
6,Conduct Procedure,12,06/25/12
6,Conduct Procedure,6,06/26/12
6,Conduct Procedure,11,06/27/12
6,Conduct Procedure,16,06/28/12
6,Conduct Procedure,13,06/29/12
6,Conduct Procedure,0,06/30/12
6,Conduct Review of Systems,67,06/01/12
6,Conduct Review of Systems,0,06/02/12
6,Conduct Review of Systems,0,06/03/12
6,Conduct Review of Systems,62,06/04/12
6,Conduct Review of Systems,134,06/05/12
6,Conduct Review of Systems,87,06/06/12
6,Conduct Review of Systems,48,06/07/12
6,Conduct Review of Systems,64,06/08/12
6,Conduct Review of Systems,0,06/09/12
6,Conduct Review of Systems,0,06/10/12
6,Conduct Review of Systems,73,06/11/12
6,Conduct Review of Systems,91,06/12/12
6,Conduct Review of Systems,87,06/13/12
6,Conduct Review of Systems,87,06/14/12
6,Conduct Review of Systems,68,06/15/12
6,Conduct Review of Systems,0,06/16/12
6,Conduct Review of Systems,0,06/17/12
6,Conduct Review of Systems,40,06/18/12
6,Conduct Review of Systems,98,06/19/12
6,Conduct Review of Systems,75,06/20/12
6,Conduct Review of Systems,67,06/21/12
6,Conduct Review of Systems,36,06/22/12
6,Conduct Review of Systems,0,06/23/12
6,Conduct Review of Systems,0,06/24/12
6,Conduct Review of Systems,47,06/25/12
6,Conduct Review of Systems,98,06/26/12
6,Conduct Review of Systems,57,06/27/12
6,Conduct Review of Systems,89,06/28/12
6,Conduct Review of Systems,104,06/29/12
6,Conduct Review of Systems,0,06/30/12
6,Creating/Sending Out Orders,411,06/01/12
6,Creating/Sending Out Orders,10,06/02/12
6,Creating/Sending Out Orders,0,06/03/12
6,Creating/Sending Out Orders,408,06/04/12
6,Creating/Sending Out Orders,511,06/05/12
6,Creating/Sending Out Orders,348,06/06/12
6,Creating/Sending Out Orders,350,06/07/12
6,Creating/Sending Out Orders,336,06/08/12
6,Creating/Sending Out Orders,0,06/09/12
6,Creating/Sending Out Orders,2,06/10/12
6,Creating/Sending Out Orders,421,06/11/12
6,Creating/Sending Out Orders,484,06/12/12
6,Creating/Sending Out Orders,338,06/13/12
6,Creating/Sending Out Orders,286,06/14/12
6,Creating/Sending Out Orders,403,06/15/12
6,Creating/Sending Out Orders,0,06/16/12
6,Creating/Sending Out Orders,2,06/17/12
6,Creating/Sending Out Orders,313,06/18/12
6,Creating/Sending Out Orders,440,06/19/12
6,Creating/Sending Out Orders,342,06/20/12
6,Creating/Sending Out Orders,367,06/21/12
6,Creating/Sending Out Orders,304,06/22/12
6,Creating/Sending Out Orders,2,06/23/12
6,Creating/Sending Out Orders,0,06/24/12
6,Creating/Sending Out Orders,391,06/25/12
6,Creating/Sending Out Orders,411,06/26/12
6,Creating/Sending Out Orders,320,06/27/12
6,Creating/Sending Out Orders,414,06/28/12
6,Creating/Sending Out Orders,438,06/29/12
6,Creating/Sending Out Orders,0,06/30/12
6,Enter Patient Flow Tracking,164,06/01/12
6,Enter Patient Flow Tracking,0,06/02/12
6,Enter Patient Flow Tracking,0,06/03/12
6,Enter Patient Flow Tracking,176,06/04/12
6,Enter Patient Flow Tracking,227,06/05/12
6,Enter Patient Flow Tracking,138,06/06/12
6,Enter Patient Flow Tracking,124,06/07/12
6,Enter Patient Flow Tracking,99,06/08/12
6,Enter Patient Flow Tracking,0,06/09/12
6,Enter Patient Flow Tracking,0,06/10/12
6,Enter Patient Flow Tracking,182,06/11/12
6,Enter Patient Flow Tracking,201,06/12/12
6,Enter Patient Flow Tracking,174,06/13/12
6,Enter Patient Flow Tracking,96,06/14/12
6,Enter Patient Flow Tracking,144,06/15/12
6,Enter Patient Flow Tracking,0,06/16/12
6,Enter Patient Flow Tracking,0,06/17/12
6,Enter Patient Flow Tracking,145,06/18/12
6,Enter Patient Flow Tracking,186,06/19/12
6,Enter Patient Flow Tracking,100,06/20/12
6,Enter Patient Flow Tracking,104,06/21/12
6,Enter Patient Flow Tracking,106,06/22/12
6,Enter Patient Flow Tracking,0,06/23/12
6,Enter Patient Flow Tracking,0,06/24/12
6,Enter Patient Flow Tracking,153,06/25/12
6,Enter Patient Flow Tracking,165,06/26/12
6,Enter Patient Flow Tracking,149,06/27/12
6,Enter Patient Flow Tracking,171,06/28/12
6,Enter Patient Flow Tracking,183,06/29/12
6,Enter Patient Flow Tracking,0,06/30/12
6,Interpret Incoming Clinical Data,8,06/01/12
6,Interpret Incoming Clinical Data,0,06/02/12
6,Interpret Incoming Clinical Data,0,06/03/12
6,Interpret Incoming Clinical Data,13,06/04/12
6,Interpret Incoming Clinical Data,13,06/05/12
6,Interpret Incoming Clinical Data,10,06/06/12
6,Interpret Incoming Clinical Data,12,06/07/12
6,Interpret Incoming Clinical Data,6,06/08/12
6,Interpret Incoming Clinical Data,0,06/09/12
6,Interpret Incoming Clinical Data,0,06/10/12
6,Interpret Incoming Clinical Data,14,06/11/12
6,Interpret Incoming Clinical Data,9,06/12/12
6,Interpret Incoming Clinical Data,11,06/13/12
6,Interpret Incoming Clinical Data,7,06/14/12
6,Interpret Incoming Clinical Data,5,06/15/12
6,Interpret Incoming Clinical Data,0,06/16/12
6,Interpret Incoming Clinical Data,0,06/17/12
6,Interpret Incoming Clinical Data,7,06/18/12
6,Interpret Incoming Clinical Data,11,06/19/12
6,Interpret Incoming Clinical Data,11,06/20/12
6,Interpret Incoming Clinical Data,8,06/21/12
6,Interpret Incoming Clinical Data,5,06/22/12
6,Interpret Incoming Clinical Data,0,06/23/12
6,Interpret Incoming Clinical Data,0,06/24/12
6,Interpret Incoming Clinical Data,12,06/25/12
6,Interpret Incoming Clinical Data,6,06/26/12
6,Interpret Incoming Clinical Data,8,06/27/12
6,Interpret Incoming Clinical Data,11,06/28/12
6,Interpret Incoming Clinical Data,12,06/29/12
6,Interpret Incoming Clinical Data,0,06/30/12
6,Plan For or Schedule Follow-Up Appointment,23,06/01/12
6,Plan For or Schedule Follow-Up Appointment,0,06/02/12
6,Plan For or Schedule Follow-Up Appointment,0,06/03/12
6,Plan For or Schedule Follow-Up Appointment,23,06/04/12
6,Plan For or Schedule Follow-Up Appointment,51,06/05/12
6,Plan For or Schedule Follow-Up Appointment,21,06/06/12
6,Plan For or Schedule Follow-Up Appointment,24,06/07/12
6,Plan For or Schedule Follow-Up Appointment,26,06/08/12
6,Plan For or Schedule Follow-Up Appointment,0,06/09/12
6,Plan For or Schedule Follow-Up Appointment,0,06/10/12
6,Plan For or Schedule Follow-Up Appointment,20,06/11/12
6,Plan For or Schedule Follow-Up Appointment,40,06/12/12
6,Plan For or Schedule Follow-Up Appointment,13,06/13/12
6,Plan For or Schedule Follow-Up Appointment,20,06/14/12
6,Plan For or Schedule Follow-Up Appointment,40,06/15/12
6,Plan For or Schedule Follow-Up Appointment,0,06/16/12
6,Plan For or Schedule Follow-Up Appointment,0,06/17/12
6,Plan For or Schedule Follow-Up Appointment,32,06/18/12
6,Plan For or Schedule Follow-Up Appointment,43,06/19/12
6,Plan For or Schedule Follow-Up Appointment,14,06/20/12
6,Plan For or Schedule Follow-Up Appointment,25,06/21/12
6,Plan For or Schedule Follow-Up Appointment,29,06/22/12
6,Plan For or Schedule Follow-Up Appointment,0,06/23/12
6,Plan For or Schedule Follow-Up Appointment,0,06/24/12
6,Plan For or Schedule Follow-Up Appointment,26,06/25/12
6,Plan For or Schedule Follow-Up Appointment,49,06/26/12
6,Plan For or Schedule Follow-Up Appointment,28,06/27/12
6,Plan For or Schedule Follow-Up Appointment,26,06/28/12
6,Plan For or Schedule Follow-Up Appointment,27,06/29/12
6,Plan For or Schedule Follow-Up Appointment,0,06/30/12
6,Review Social History,51,06/01/12
6,Review Social History,0,06/02/12
6,Review Social History,0,06/03/12
6,Review Social History,63,06/04/12
6,Review Social History,80,06/05/12
6,Review Social History,55,06/06/12
6,Review Social History,47,06/07/12
6,Review Social History,67,06/08/12
6,Review Social History,0,06/09/12
6,Review Social History,0,06/10/12
6,Review Social History,58,06/11/12
6,Review Social History,76,06/12/12
6,Review Social History,54,06/13/12
6,Review Social History,45,06/14/12
6,Review Social History,76,06/15/12
6,Review Social History,0,06/16/12
6,Review Social History,0,06/17/12
6,Review Social History,46,06/18/12
6,Review Social History,80,06/19/12
6,Review Social History,44,06/20/12
6,Review Social History,59,06/21/12
6,Review Social History,70,06/22/12
6,Review Social History,0,06/23/12
6,Review Social History,0,06/24/12
6,Review Social History,72,06/25/12
6,Review Social History,87,06/26/12
6,Review Social History,57,06/27/12
6,Review Social History,54,06/28/12
6,Review Social History,87,06/29/12
6,Review Social History,0,06/30/12
6,Review Special History,33,06/01/12
6,Review Special History,0,06/02/12
6,Review Special History,0,06/03/12
6,Review Special History,13,06/04/12
6,Review Special History,34,06/05/12
6,Review Special History,29,06/06/12
6,Review Special History,19,06/07/12
6,Review Special History,39,06/08/12
6,Review Special History,0,06/09/12
6,Review Special History,0,06/10/12
6,Review Special History,10,06/11/12
6,Review Special History,37,06/12/12
6,Review Special History,28,06/13/12
6,Review Special History,17,06/14/12
6,Review Special History,32,06/15/12
6,Review Special History,0,06/16/12
6,Review Special History,0,06/17/12
6,Review Special History,7,06/18/12
6,Review Special History,40,06/19/12
6,Review Special History,21,06/20/12
6,Review Special History,26,06/21/12
6,Review Special History,30,06/22/12
6,Review Special History,0,06/23/12
6,Review Special History,0,06/24/12
6,Review Special History,31,06/25/12
6,Review Special History,31,06/26/12
6,Review Special History,24,06/27/12
6,Review Special History,19,06/28/12
6,Review Special History,36,06/29/12
6,Review Special History,0,06/30/12
6,Review/Discuss Documents During Visit,38,06/01/12
6,Review/Discuss Documents During Visit,0,06/02/12
6,Review/Discuss Documents During Visit,0,06/03/12
6,Review/Discuss Documents During Visit,34,06/04/12
6,Review/Discuss Documents During Visit,56,06/05/12
6,Review/Discuss Documents During Visit,16,06/06/12
6,Review/Discuss Documents During Visit,44,06/07/12
6,Review/Discuss Documents During Visit,50,06/08/12
6,Review/Discuss Documents During Visit,0,06/09/12
6,Review/Discuss Documents During Visit,0,06/10/12
6,Review/Discuss Documents During Visit,22,06/11/12
6,Review/Discuss Documents During Visit,46,06/12/12
6,Review/Discuss Documents During Visit,24,06/13/12
6,Review/Discuss Documents During Visit,38,06/14/12
6,Review/Discuss Documents During Visit,44,06/15/12
6,Review/Discuss Documents During Visit,0,06/16/12
6,Review/Discuss Documents During Visit,0,06/17/12
6,Review/Discuss Documents During Visit,36,06/18/12
6,Review/Discuss Documents During Visit,69,06/19/12
6,Review/Discuss Documents During Visit,28,06/20/12
6,Review/Discuss Documents During Visit,54,06/21/12
6,Review/Discuss Documents During Visit,36,06/22/12
6,Review/Discuss Documents During Visit,0,06/23/12
6,Review/Discuss Documents During Visit,0,06/24/12
6,Review/Discuss Documents During Visit,53,06/25/12
6,Review/Discuss Documents During Visit,60,06/26/12
6,Review/Discuss Documents During Visit,2,06/27/12
6,Review/Discuss Documents During Visit,48,06/28/12
6,Review/Discuss Documents During Visit,56,06/29/12
6,Review/Discuss Documents During Visit,0,06/30/12
6,Sign-off/Close Encounter,133,06/01/12
6,Sign-off/Close Encounter,0,06/02/12
6,Sign-off/Close Encounter,0,06/03/12
6,Sign-off/Close Encounter,139,06/04/12
6,Sign-off/Close Encounter,183,06/05/12
6,Sign-off/Close Encounter,132,06/06/12
6,Sign-off/Close Encounter,144,06/07/12
6,Sign-off/Close Encounter,130,06/08/12
6,Sign-off/Close Encounter,0,06/09/12
6,Sign-off/Close Encounter,0,06/10/12
6,Sign-off/Close Encounter,151,06/11/12
6,Sign-off/Close Encounter,166,06/12/12
6,Sign-off/Close Encounter,129,06/13/12
6,Sign-off/Close Encounter,97,06/14/12
6,Sign-off/Close Encounter,135,06/15/12
6,Sign-off/Close Encounter,0,06/16/12
6,Sign-off/Close Encounter,0,06/17/12
6,Sign-off/Close Encounter,125,06/18/12
6,Sign-off/Close Encounter,156,06/19/12
6,Sign-off/Close Encounter,122,06/20/12
6,Sign-off/Close Encounter,104,06/21/12
6,Sign-off/Close Encounter,113,06/22/12
6,Sign-off/Close Encounter,0,06/23/12
6,Sign-off/Close Encounter,0,06/24/12
6,Sign-off/Close Encounter,147,06/25/12
6,Sign-off/Close Encounter,161,06/26/12
6,Sign-off/Close Encounter,115,06/27/12
6,Sign-off/Close Encounter,152,06/28/12
6,Sign-off/Close Encounter,159,06/29/12
6,Sign-off/Close Encounter,0,06/30/12
6,Verify Patient Pharmacy Eligibility,132,06/01/12
6,Verify Patient Pharmacy Eligibility,0,06/02/12
6,Verify Patient Pharmacy Eligibility,0,06/03/12
6,Verify Patient Pharmacy Eligibility,139,06/04/12
6,Verify Patient Pharmacy Eligibility,181,06/05/12
6,Verify Patient Pharmacy Eligibility,129,06/06/12
6,Verify Patient Pharmacy Eligibility,143,06/07/12
6,Verify Patient Pharmacy Eligibility,130,06/08/12
6,Verify Patient Pharmacy Eligibility,0,06/09/12
6,Verify Patient Pharmacy Eligibility,0,06/10/12
6,Verify Patient Pharmacy Eligibility,149,06/11/12
6,Verify Patient Pharmacy Eligibility,165,06/12/12
6,Verify Patient Pharmacy Eligibility,127,06/13/12
6,Verify Patient Pharmacy Eligibility,97,06/14/12
6,Verify Patient Pharmacy Eligibility,134,06/15/12
6,Verify Patient Pharmacy Eligibility,0,06/16/12
6,Verify Patient Pharmacy Eligibility,0,06/17/12
6,Verify Patient Pharmacy Eligibility,124,06/18/12
6,Verify Patient Pharmacy Eligibility,155,06/19/12
6,Verify Patient Pharmacy Eligibility,120,06/20/12
6,Verify Patient Pharmacy Eligibility,103,06/21/12
